Day,Sales
Day 7963,8038
Day 7964,4941
Day 7965,3928
Day 7966,6454
Day 7967,4762
Day 7968,5311
Day 7969,4067
Day 7970,5818
Day 7971,8817
Day 7972,2314
Day 7973,7655
Day 7974,8243
Day 7975,3848
Day 7976,2824
Day 7977,4593
Day 7978,1520
Day 7979,7102
Day 7980,1279
Day 7981,5899
Day 7982,2774
Day 7983,3038
Day 7984,226
Day 7985,6497
Day 7986,4624
Day 7987,3572
Day 7988,2029
Day 7989,4718
Day 7990,7195
Day 7991,9921
Day 7992,8836
Day 7993,6745
Day 7994,944
Day 7995,5208
Day 7996,9299
Day 7997,9586
Day 7998,6401
Day 7999,6685
Day 8000,1980
Day 8001,1360
Day 8002,6746
Day 8003,3888
Day 8004,4541
Day 8005,8254
Day 8006,6575
Day 8007,9026
Day 8008,9078
Day 8009,6273
Day 8010,2146
Day 8011,3968
Day 8012,5307
Day 8013,6386
Day 8014,7887
Day 8015,4999
Day 8016,6279
Day 8017,1172
Day 8018,8911
Day 8019,4871
Day 8020,1379
Day 8021,9626
Day 8022,4779
Day 8023,4153
Day 8024,9288
Day 8025,9325
Day 8026,5577
Day 8027,4984
Day 8028,8362
Day 8029,5184
Day 8030,2797
Day 8031,4508
Day 8032,2596
Day 8033,9598
Day 8034,6203
Day 8035,3780
Day 8036,2439
Day 8037,5587
Day 8038,6012
Day 8039,1970
Day 8040,3706
Day 8041,9207
Day 8042,8941
Day 8043,4862
Day 8044,3013
Day 8045,787
Day 8046,3327
Day 8047,188
Day 8048,6984
Day 8049,4196
Day 8050,8792
Day 8051,1845
Day 8052,6451
Day 8053,3336
Day 8054,562
Day 8055,2735
Day 8056,1567
Day 8057,2883
Day 8058,6090
Day 8059,8889
Day 8060,5025
Day 8061,280
Day 8062,2149
Day 8063,458
Day 8064,547
Day 8065,9549
Day 8066,2614
Day 8067,2505
Day 8068,5791
Day 8069,6808
Day 8070,7440
Day 8071,7328
Day 8072,2946
Day 8073,3295
Day 8074,1010
Day 8075,7546
Day 8076,6077
Day 8077,2495
Day 8078,1284
Day 8079,9660
Day 8080,6900
Day 8081,8711
Day 8082,5269
Day 8083,8277
Day 8084,3343
Day 8085,7720
Day 8086,7177
Day 8087,8460
Day 8088,3051
Day 8089,7822
Day 8090,9756
Day 8091,426
Day 8092,8357
Day 8093,7989
Day 8094,9372
Day 8095,3308
Day 8096,9553
Day 8097,963
Day 8098,1641
Day 8099,9307
Day 8100,1759
Day 8101,4662
Day 8102,1903
Day 8103,1459
Day 8104,4404
Day 8105,4093
Day 8106,5700
Day 8107,3249
Day 8108,4241
Day 8109,8075
Day 8110,7522
Day 8111,1480
Day 8112,3104
Day 8113,7296
Day 8114,1667
Day 8115,810
Day 8116,912
Day 8117,1158
Day 8118,6963
Day 8119,8962
Day 8120,4187
Day 8121,8477
Day 8122,4742
Day 8123,4429
Day 8124,7812
Day 8125,3042
Day 8126,3200
Day 8127,8001
Day 8128,6073
Day 8129,4506
Day 8130,5388
Day 8131,3272
Day 8132,3924
Day 8133,2662
Day 8134,6270
Day 8135,3753
Day 8136,5406
Day 8137,5448
Day 8138,6230
Day 8139,787
Day 8140,3550
Day 8141,2103
Day 8142,6075
Day 8143,929
Day 8144,5792
Day 8145,8404
Day 8146,4146
Day 8147,8550
Day 8148,2665
Day 8149,7803
Day 8150,4319
Day 8151,5347
Day 8152,9966
Day 8153,8732
Day 8154,546
Day 8155,2934
Day 8156,736
Day 8157,8505
Day 8158,6164
Day 8159,2389
Day 8160,5551
Day 8161,8338
Day 8162,6711
Day 8163,6263
Day 8164,4113
Day 8165,1510
Day 8166,849
Day 8167,5292
Day 8168,199
Day 8169,9862
Day 8170,6121
Day 8171,8086
Day 8172,5567
Day 8173,7152
Day 8174,2260
Day 8175,6016
Day 8176,6873
Day 8177,1574
Day 8178,738
Day 8179,3607
Day 8180,2643
Day 8181,2465
Day 8182,7017
Day 8183,3087
Day 8184,2997
Day 8185,9022
Day 8186,4550
Day 8187,5448
Day 8188,5296
Day 8189,8854
Day 8190,4736
Day 8191,8669
Day 8192,6506
Day 8193,6194
Day 8194,8443
Day 8195,1832
Day 8196,9197
Day 8197,1915
Day 8198,4403
Day 8199,7839
Day 8200,2486
Day 8201,8505
Day 8202,7342
Day 8203,6536
Day 8204,3030
Day 8205,603
Day 8206,7911
Day 8207,3686
Day 8208,4356
Day 8209,4310
Day 8210,9748
Day 8211,1777
Day 8212,6638
Day 8213,2851
Day 8214,389
Day 8215,6990
Day 8216,3269
Day 8217,8385
Day 8218,1944
Day 8219,541
Day 8220,6522
Day 8221,3298
Day 8222,5872
Day 8223,1130
Day 8224,2725
Day 8225,5924
Day 8226,6930
Day 8227,3894
Day 8228,6901
Day 8229,8804
Day 8230,9146
Day 8231,6544
Day 8232,5351
Day 8233,1732
Day 8234,7027
Day 8235,1461
Day 8236,5458
Day 8237,7141
Day 8238,7232
Day 8239,2344
Day 8240,9261
Day 8241,6051
Day 8242,3447
Day 8243,3634
Day 8244,7635
Day 8245,249
Day 8246,6727
Day 8247,8350
Day 8248,6367
Day 8249,2400
Day 8250,5494
Day 8251,8483
Day 8252,622
Day 8253,8703
Day 8254,7681
Day 8255,7791
Day 8256,3345
Day 8257,9374
Day 8258,3027
Day 8259,4144
Day 8260,4495
Day 8261,701
Day 8262,6814
Day 8263,2635
Day 8264,6102
Day 8265,1557
Day 8266,9320
Day 8267,3128
Day 8268,8385
Day 8269,776
Day 8270,2062
Day 8271,9206
Day 8272,6470
Day 8273,592
Day 8274,6855
Day 8275,4773
Day 8276,9539
Day 8277,1618
Day 8278,3327
Day 8279,8770
Day 8280,755
Day 8281,1050
Day 8282,4242
Day 8283,8492
Day 8284,5212
Day 8285,2944
Day 8286,5837
Day 8287,1766
Day 8288,2933
Day 8289,428
Day 8290,4585
Day 8291,3936
Day 8292,9364
Day 8293,7032
Day 8294,8330
Day 8295,8043
Day 8296,8873
Day 8297,5395
Day 8298,5438
Day 8299,5225
Day 8300,4691
Day 8301,9837
Day 8302,2450
Day 8303,4047
Day 8304,2708
Day 8305,5255
Day 8306,1117
Day 8307,3812
Day 8308,5289
Day 8309,5066
Day 8310,1001
Day 8311,5114
Day 8312,8692
Day 8313,8154
Day 8314,1371
Day 8315,2202
Day 8316,7244
Day 8317,1912
Day 8318,3883
Day 8319,897
Day 8320,3975
Day 8321,3748
Day 8322,3194
Day 8323,7340
Day 8324,6049
Day 8325,7933
Day 8326,9254
Day 8327,9603
Day 8328,4137
Day 8329,9183
Day 8330,8805
Day 8331,3450
Day 8332,3867
Day 8333,5093
Day 8334,9507
Day 8335,3601
Day 8336,5952
Day 8337,6514
Day 8338,8007
Day 8339,8746
Day 8340,5894
Day 8341,8769
Day 8342,2975
Day 8343,6939
Day 8344,3345
Day 8345,5311
Day 8346,6612
Day 8347,4553
Day 8348,1455
Day 8349,5337
Day 8350,188
Day 8351,7683
Day 8352,8569
Day 8353,3233
Day 8354,5770
Day 8355,6557
Day 8356,9547
Day 8357,6036
Day 8358,3674
Day 8359,2416
Day 8360,1307
Day 8361,9190
Day 8362,974
Day 8363,2251
Day 8364,6114
Day 8365,3787
Day 8366,7482
Day 8367,5248
Day 8368,1141
Day 8369,7148
Day 8370,5036
Day 8371,8912
Day 8372,110
Day 8373,6784
Day 8374,5309
Day 8375,7725
Day 8376,3566
Day 8377,1951
Day 8378,5956
Day 8379,4204
Day 8380,3075
Day 8381,3464
Day 8382,8149
Day 8383,8634
Day 8384,6710
Day 8385,4354
Day 8386,5539
Day 8387,2192
Day 8388,2578
Day 8389,2644
Day 8390,3232
Day 8391,2863
Day 8392,2776
Day 8393,4975
Day 8394,6411
Day 8395,9811
Day 8396,7036
Day 8397,144
Day 8398,3928
Day 8399,4767
Day 8400,314
Day 8401,4398
Day 8402,9600
Day 8403,8348
Day 8404,8552
Day 8405,8622
Day 8406,7048
Day 8407,5825
Day 8408,2741
Day 8409,5669
Day 8410,1147
Day 8411,3879
Day 8412,6528
Day 8413,4386
Day 8414,6964
Day 8415,7349
Day 8416,428
Day 8417,2225
Day 8418,1884
Day 8419,537
Day 8420,7212
Day 8421,8389
Day 8422,7424
Day 8423,4831
Day 8424,4800
Day 8425,4139
Day 8426,6291
Day 8427,454
Day 8428,7105
Day 8429,6914
Day 8430,6666
Day 8431,8353
Day 8432,7950
Day 8433,5938
Day 8434,3358
Day 8435,6638
Day 8436,4674
Day 8437,2430
Day 8438,5874
Day 8439,3166
Day 8440,6624
Day 8441,2147
Day 8442,3090
Day 8443,3829
Day 8444,3765
Day 8445,3243
Day 8446,5996
Day 8447,4499
Day 8448,4212
Day 8449,2134
Day 8450,5364
Day 8451,4311
Day 8452,321
Day 8453,1079
Day 8454,7390
Day 8455,7835
Day 8456,900
Day 8457,4402
Day 8458,8646
Day 8459,505
Day 8460,1565
Day 8461,6128
Day 8462,2145
Day 8463,3144
Day 8464,6248
Day 8465,6640
Day 8466,2643
Day 8467,4993
Day 8468,7006
Day 8469,627
Day 8470,1934
Day 8471,3496
Day 8472,6835
Day 8473,1945
Day 8474,5669
Day 8475,8446
Day 8476,3015
Day 8477,9006
Day 8478,7139
Day 8479,6820
Day 8480,8986
Day 8481,7847
Day 8482,9785
Day 8483,7810
Day 8484,4854
Day 8485,5266
Day 8486,1237
Day 8487,3730
Day 8488,4487
Day 8489,7390
Day 8490,7945
Day 8491,4784
Day 8492,2941
Day 8493,9737
Day 8494,1080
Day 8495,6675
Day 8496,4279
Day 8497,9878
Day 8498,6627
Day 8499,1848
Day 8500,7505
Day 8501,3387
Day 8502,2495
Day 8503,9419
Day 8504,3910
Day 8505,9646
Day 8506,6095
Day 8507,3834
Day 8508,6593
Day 8509,2894
Day 8510,5787
Day 8511,1513
Day 8512,4775
Day 8513,1548
Day 8514,9378
Day 8515,7868
Day 8516,4115
Day 8517,1126
Day 8518,3227
Day 8519,7059
Day 8520,9372
Day 8521,3997
Day 8522,5864
Day 8523,9831
Day 8524,6976
Day 8525,3808
Day 8526,5675
Day 8527,6365
Day 8528,7899
Day 8529,7791
Day 8530,7963
Day 8531,5536
Day 8532,5983
Day 8533,9101
Day 8534,5476
Day 8535,8489
Day 8536,3644
Day 8537,2078
Day 8538,6801
Day 8539,7337
Day 8540,3513
Day 8541,8383
Day 8542,4424
Day 8543,725
Day 8544,1161
Day 8545,890
Day 8546,4922
Day 8547,1954
Day 8548,105
Day 8549,6127
Day 8550,2947
Day 8551,8197
Day 8552,3557
Day 8553,9868
Day 8554,1929
Day 8555,808
Day 8556,173
Day 8557,8691
Day 8558,2177
Day 8559,1232
Day 8560,7511
Day 8561,5178
Day 8562,349
Day 8563,2511
Day 8564,7338
Day 8565,2060
Day 8566,4245
Day 8567,4861
Day 8568,2407
Day 8569,8105
Day 8570,1851
Day 8571,7404
Day 8572,4754
Day 8573,5743
Day 8574,552
Day 8575,7044
Day 8576,6410
Day 8577,1549
Day 8578,5396
Day 8579,7769
Day 8580,4178
Day 8581,4840
Day 8582,2563
Day 8583,7440
Day 8584,2379
Day 8585,9318
Day 8586,9086
Day 8587,2443
Day 8588,871
Day 8589,3028
Day 8590,8422
Day 8591,7832
Day 8592,9273
Day 8593,3381
Day 8594,2840
Day 8595,6176
Day 8596,2765
Day 8597,9116
Day 8598,5368
Day 8599,2835
Day 8600,8542
Day 8601,9906
Day 8602,3408
Day 8603,3809
Day 8604,1630
Day 8605,4419
Day 8606,5085
Day 8607,7661
Day 8608,8134
Day 8609,3204
Day 8610,5591
Day 8611,6324
Day 8612,4402
Day 8613,7098
Day 8614,5010
Day 8615,3568
Day 8616,1547
Day 8617,8502
Day 8618,1475
Day 8619,8563
Day 8620,6804
Day 8621,3582
Day 8622,4175
Day 8623,1891
Day 8624,5237
Day 8625,2739
Day 8626,3043
Day 8627,4895
Day 8628,6299
Day 8629,4739
Day 8630,163
Day 8631,1998
Day 8632,9708
Day 8633,4620
Day 8634,7951
Day 8635,1640
Day 8636,4926
Day 8637,931
Day 8638,7695
Day 8639,9227
Day 8640,5413
Day 8641,3917
Day 8642,7968
Day 8643,2786
Day 8644,3151
Day 8645,3086
Day 8646,6495
Day 8647,7567
Day 8648,4460
Day 8649,2462
Day 8650,6652
Day 8651,8370
Day 8652,8100
Day 8653,3007
Day 8654,2569
Day 8655,6786
Day 8656,649
Day 8657,5165
Day 8658,8392
Day 8659,2754
Day 8660,1509
Day 8661,5184
Day 8662,9670
Day 8663,2689
Day 8664,4206
Day 8665,6433
Day 8666,5704
Day 8667,3069
Day 8668,9284
Day 8669,4005
Day 8670,9527
Day 8671,9367
Day 8672,2779
Day 8673,6673
Day 8674,4347
Day 8675,3272
Day 8676,7456
Day 8677,3473
Day 8678,7548
Day 8679,3288
Day 8680,1315
Day 8681,7647
Day 8682,1464
Day 8683,6734
Day 8684,3029
Day 8685,3383
Day 8686,1912
Day 8687,9358
Day 8688,3080
Day 8689,6828
Day 8690,228
Day 8691,7848
Day 8692,7144
Day 8693,5527
Day 8694,2269
Day 8695,6127
Day 8696,719
Day 8697,539
Day 8698,2151
Day 8699,9309
Day 8700,3747
Day 8701,7141
Day 8702,4169
Day 8703,7621
Day 8704,7043
Day 8705,8561
Day 8706,6309
Day 8707,4752
Day 8708,6767
Day 8709,2564
Day 8710,8577
Day 8711,9092
Day 8712,437
Day 8713,6493
Day 8714,2602
Day 8715,6891
Day 8716,9880
Day 8717,3999
Day 8718,286
Day 8719,9632
Day 8720,569
Day 8721,4157
Day 8722,3231
Day 8723,4350
Day 8724,2109
Day 8725,5806
Day 8726,1474
Day 8727,4434
Day 8728,2221
Day 8729,8503
Day 8730,8322
Day 8731,8191
Day 8732,1688
Day 8733,571
Day 8734,763
Day 8735,9147
Day 8736,3222
Day 8737,7911
Day 8738,8606
Day 8739,6552
Day 8740,4494
Day 8741,6186
Day 8742,7129
Day 8743,4805
Day 8744,2462
Day 8745,4242
Day 8746,2407
Day 8747,3640
Day 8748,8763
Day 8749,2597
Day 8750,6365
Day 8751,9850
Day 8752,9066
Day 8753,328
Day 8754,3460
Day 8755,7025
Day 8756,7876
Day 8757,2331
Day 8758,3291
Day 8759,5497
Day 8760,4930
Day 8761,8852
Day 8762,3623
Day 8763,7597
Day 8764,2838
Day 8765,542
Day 8766,7297
Day 8767,1733
Day 8768,1877
Day 8769,2644
Day 8770,9843
Day 8771,2140
Day 8772,4463
Day 8773,2800
Day 8774,8147
Day 8775,1540
Day 8776,9022
Day 8777,5885
Day 8778,9280
Day 8779,7532
Day 8780,2877
Day 8781,609
Day 8782,4940
Day 8783,8473
Day 8784,5930
Day 8785,6394
Day 8786,3401
Day 8787,1387
Day 8788,1024
Day 8789,9418
Day 8790,3875
Day 8791,3098
Day 8792,4840
Day 8793,9581
Day 8794,7341
Day 8795,5792
Day 8796,8011
Day 8797,7460
Day 8798,349
Day 8799,5852
Day 8800,726
Day 8801,3012
Day 8802,2878
Day 8803,2687
Day 8804,3317
Day 8805,3975
Day 8806,1297
Day 8807,9543
Day 8808,533
Day 8809,1987
Day 8810,2328
Day 8811,1367
Day 8812,2855
Day 8813,2306
Day 8814,7063
Day 8815,9699
Day 8816,7959
Day 8817,7709
Day 8818,8254
Day 8819,9916
Day 8820,3133
Day 8821,5013
Day 8822,5700
Day 8823,1887
Day 8824,6699
Day 8825,7651
Day 8826,3838
Day 8827,3582
Day 8828,9037
Day 8829,6778
Day 8830,2211
Day 8831,2784
Day 8832,1079
Day 8833,2644
Day 8834,2778
Day 8835,5242
Day 8836,9309
Day 8837,9792
Day 8838,5415
Day 8839,2175
Day 8840,4708
Day 8841,8620
Day 8842,7844
Day 8843,1474
Day 8844,7028
Day 8845,6487
Day 8846,9926
Day 8847,3298
Day 8848,8471
Day 8849,9245
Day 8850,2709
Day 8851,7848
Day 8852,4097
Day 8853,2093
Day 8854,7223
Day 8855,4834
Day 8856,6488
Day 8857,1281
Day 8858,657
Day 8859,134
Day 8860,3286
Day 8861,3578
Day 8862,132
Day 8863,189
Day 8864,8528
Day 8865,3890
Day 8866,5526
Day 8867,4113
Day 8868,3725
Day 8869,3167
Day 8870,466
Day 8871,8508
Day 8872,5425
Day 8873,1734
Day 8874,602
Day 8875,9397
Day 8876,8646
Day 8877,6643
Day 8878,3201
Day 8879,4817
Day 8880,4179
Day 8881,6156
Day 8882,5877
Day 8883,9611
Day 8884,6724
Day 8885,3636
Day 8886,4345
Day 8887,5699
Day 8888,1317
Day 8889,7377
Day 8890,9337
Day 8891,1583
Day 8892,4411
Day 8893,5928
Day 8894,4820
Day 8895,7223
Day 8896,8151
Day 8897,9026
Day 8898,6835
Day 8899,225
Day 8900,9086
Day 8901,7166
Day 8902,1572
Day 8903,217
Day 8904,6668
Day 8905,4509
Day 8906,4015
Day 8907,764
Day 8908,545
Day 8909,5756
Day 8910,6615
Day 8911,5063
Day 8912,3083
Day 8913,3056
Day 8914,4508
Day 8915,5958
Day 8916,2540
Day 8917,1223
Day 8918,2442
Day 8919,4725
Day 8920,833
Day 8921,8057
Day 8922,1386
Day 8923,4017
Day 8924,660
Day 8925,5494
Day 8926,2024
Day 8927,9300
Day 8928,7420
Day 8929,1757
Day 8930,4814
Day 8931,5996
Day 8932,3065
Day 8933,4007
Day 8934,7312
Day 8935,6357
Day 8936,8537
Day 8937,7679
Day 8938,8014
Day 8939,2392
Day 8940,326
Day 8941,541
Day 8942,7686
Day 8943,9720
Day 8944,7633
Day 8945,5360
Day 8946,3496
Day 8947,3153
Day 8948,177
Day 8949,3694
Day 8950,310
Day 8951,2831
Day 8952,926
Day 8953,3769
Day 8954,588
Day 8955,1901
Day 8956,843
Day 8957,5247
Day 8958,1851
Day 8959,5712
Day 8960,3716
Day 8961,1726
Day 8962,3073
Day 8963,5965
Day 8964,657
Day 8965,5881
Day 8966,5433
Day 8967,8414
Day 8968,307
Day 8969,6515
Day 8970,7033
Day 8971,7998
Day 8972,8709
Day 8973,3191
Day 8974,2314
Day 8975,1304
Day 8976,6345
Day 8977,6196
Day 8978,595
Day 8979,4613
Day 8980,977
Day 8981,7825
Day 8982,9374
Day 8983,109
Day 8984,5156
Day 8985,5361
Day 8986,9382
Day 8987,4806
Day 8988,3720
Day 8989,4882
Day 8990,1591
Day 8991,6454
Day 8992,3362
Day 8993,3020
Day 8994,3868
Day 8995,3849
Day 8996,1320
Day 8997,7309
Day 8998,9397
Day 8999,8029
Day 9000,7021
Day 9001,1432
Day 9002,5870
Day 9003,1328
Day 9004,5371
Day 9005,152
Day 9006,7058
Day 9007,9534
Day 9008,580
Day 9009,8186
Day 9010,8283
Day 9011,5355
Day 9012,3868
Day 9013,6450
Day 9014,3599
Day 9015,3641
Day 9016,6574
Day 9017,308
Day 9018,208
Day 9019,7050
Day 9020,2894
Day 9021,6083
Day 9022,6509
Day 9023,4211
Day 9024,2821
Day 9025,3189
Day 9026,6049
Day 9027,8934
Day 9028,3209
Day 9029,371
Day 9030,1432
Day 9031,6202
Day 9032,9833
Day 9033,5019
Day 9034,4015
Day 9035,7613
Day 9036,8750
Day 9037,7749
Day 9038,1215
Day 9039,2616
Day 9040,6791
Day 9041,4562
Day 9042,4679
Day 9043,1104
Day 9044,8022
Day 9045,3326
Day 9046,4992
Day 9047,2697
Day 9048,3592
Day 9049,9745
Day 9050,8333
Day 9051,3693
Day 9052,4352
Day 9053,4322
Day 9054,9940
Day 9055,9663
Day 9056,1291
Day 9057,8463
Day 9058,6211
Day 9059,2081
Day 9060,2845
Day 9061,4148
Day 9062,8294
Day 9063,4174
Day 9064,6477
Day 9065,1450
Day 9066,1044
Day 9067,6898
Day 9068,7058
Day 9069,3847
Day 9070,1927
Day 9071,8675
Day 9072,8999
Day 9073,1645
Day 9074,1973
Day 9075,1796
Day 9076,4213
Day 9077,9106
Day 9078,3757
Day 9079,8729
Day 9080,1456
Day 9081,523
Day 9082,9284
Day 9083,9861
Day 9084,8826
Day 9085,6029
Day 9086,7035
Day 9087,501
Day 9088,5114
Day 9089,9041
Day 9090,2727
Day 9091,144
Day 9092,7612
Day 9093,1258
Day 9094,9903
Day 9095,915
Day 9096,4303
Day 9097,2616
Day 9098,7223
Day 9099,3985
Day 9100,8628
Day 9101,1710
Day 9102,247
Day 9103,4463
Day 9104,9020
Day 9105,5990
Day 9106,7812
Day 9107,6981
Day 9108,6688
Day 9109,2971
Day 9110,3419
Day 9111,5010
Day 9112,5228
Day 9113,4973
Day 9114,4853
Day 9115,4647
Day 9116,8033
Day 9117,2750
Day 9118,9925
Day 9119,4880
Day 9120,2947
Day 9121,6921
Day 9122,3500
Day 9123,2463
Day 9124,7138
Day 9125,5398
Day 9126,3282
Day 9127,2866
Day 9128,6719
Day 9129,635
Day 9130,5140
Day 9131,4844
Day 9132,8190
Day 9133,5756
Day 9134,822
Day 9135,758
Day 9136,8638
Day 9137,931
Day 9138,1957
Day 9139,8897
Day 9140,7119
Day 9141,7015
Day 9142,3507
Day 9143,8705
Day 9144,2959
Day 9145,667
Day 9146,3095
Day 9147,2275
Day 9148,1095
Day 9149,8080
Day 9150,2709
Day 9151,3483
Day 9152,4127
Day 9153,3778
Day 9154,528
Day 9155,2104
Day 9156,1010
Day 9157,2161
Day 9158,2992
Day 9159,5156
Day 9160,3960
Day 9161,2393
Day 9162,5553
Day 9163,3979
Day 9164,5957
Day 9165,8925
Day 9166,566
Day 9167,3256
Day 9168,8262
Day 9169,2759
Day 9170,8835
Day 9171,9256
Day 9172,4278
Day 9173,7180
Day 9174,8154
Day 9175,5348
Day 9176,1297
Day 9177,5051
Day 9178,1719
Day 9179,7790
Day 9180,448
Day 9181,1522
Day 9182,612
Day 9183,8856
Day 9184,4119
Day 9185,6235
Day 9186,2520
Day 9187,7054
Day 9188,9570
Day 9189,1074
Day 9190,7811
Day 9191,6640
Day 9192,3289
Day 9193,3848
Day 9194,7180
Day 9195,3298
Day 9196,6376
Day 9197,3680
Day 9198,4201
Day 9199,2878
Day 9200,5311
Day 9201,1127
Day 9202,832
Day 9203,2373
Day 9204,2850
Day 9205,8185
Day 9206,9123
Day 9207,3119
Day 9208,3648
Day 9209,9917
Day 9210,2182
Day 9211,5143
Day 9212,4142
Day 9213,357
Day 9214,1167
Day 9215,8048
Day 9216,4919
Day 9217,5317
Day 9218,3097
Day 9219,8640
Day 9220,1966
Day 9221,7060
Day 9222,7394
Day 9223,4338
Day 9224,4191
Day 9225,4650
Day 9226,3539
Day 9227,9849
Day 9228,8322
Day 9229,7788
Day 9230,6130
Day 9231,2875
Day 9232,7824
Day 9233,8261
Day 9234,8013
Day 9235,6934
Day 9236,2599
Day 9237,661
Day 9238,430
Day 9239,9601
Day 9240,2493
Day 9241,177
Day 9242,1555
Day 9243,4439
Day 9244,6277
Day 9245,9060
Day 9246,1204
Day 9247,7660
Day 9248,8714
Day 9249,1918
Day 9250,2457
Day 9251,9534
Day 9252,6131
Day 9253,8374
Day 9254,9357
Day 9255,8887
Day 9256,7158
Day 9257,9896
Day 9258,9125
Day 9259,2312
Day 9260,4879
Day 9261,7813
Day 9262,1505
Day 9263,5293
Day 9264,3657
Day 9265,7522
Day 9266,4906
Day 9267,2153
Day 9268,8149
Day 9269,5680
Day 9270,7244
Day 9271,2270
Day 9272,367
Day 9273,9269
Day 9274,9659
Day 9275,7341
Day 9276,1662
Day 9277,9229
Day 9278,7668
Day 9279,4140
Day 9280,904
Day 9281,9694
Day 9282,8344
Day 9283,6238
Day 9284,1244
Day 9285,3761
Day 9286,7416
Day 9287,3796
Day 9288,9314
Day 9289,3938
Day 9290,6489
Day 9291,7789
Day 9292,5983
Day 9293,5988
Day 9294,8913
Day 9295,9999
Day 9296,2405
Day 9297,5288
Day 9298,1442
Day 9299,7191
Day 9300,4963
Day 9301,7274
Day 9302,3844
Day 9303,9959
Day 9304,4098
Day 9305,5312
Day 9306,2514
Day 9307,8034
Day 9308,4479
Day 9309,9099
Day 9310,6706
Day 9311,4442
Day 9312,4047
Day 9313,5749
Day 9314,5827
Day 9315,1360
Day 9316,1889
Day 9317,8397
Day 9318,1747
Day 9319,7143
Day 9320,9712
Day 9321,5161
Day 9322,3047
Day 9323,6091
Day 9324,9377
Day 9325,1091
Day 9326,6250
Day 9327,305
Day 9328,7094
Day 9329,7466
Day 9330,7318
Day 9331,3172
Day 9332,2507
Day 9333,4421
Day 9334,1728
Day 9335,9716
Day 9336,8604
Day 9337,2641
Day 9338,3315
Day 9339,1316
Day 9340,6425
Day 9341,2157
Day 9342,3702
Day 9343,3122
Day 9344,6583
Day 9345,8636
Day 9346,6249
Day 9347,4919
Day 9348,6440
Day 9349,1425
Day 9350,7416
Day 9351,4215
Day 9352,6236
Day 9353,8692
Day 9354,2823
Day 9355,9294
Day 9356,3598
Day 9357,6987
Day 9358,4273
Day 9359,6784
Day 9360,7378
Day 9361,223
Day 9362,4607
Day 9363,8855
Day 9364,1873
Day 9365,7085
Day 9366,3956
Day 9367,2510
Day 9368,3061
Day 9369,8136
Day 9370,9147
Day 9371,5173
Day 9372,6295
Day 9373,5032
Day 9374,5978
Day 9375,4429
Day 9376,4319
Day 9377,3966
Day 9378,2489
Day 9379,5189
Day 9380,8269
Day 9381,6957
Day 9382,1991
Day 9383,7034
Day 9384,2599
Day 9385,8667
Day 9386,3086
Day 9387,9274
Day 9388,8587
Day 9389,6698
Day 9390,662
Day 9391,3533
Day 9392,7945
Day 9393,4099
Day 9394,5018
Day 9395,7353
Day 9396,3307
Day 9397,312
Day 9398,4155
Day 9399,3220
Day 9400,8589
Day 9401,8739
Day 9402,4226
Day 9403,7807
Day 9404,5841
Day 9405,8458
Day 9406,5530
Day 9407,2413
Day 9408,6403
Day 9409,3247
Day 9410,2791
Day 9411,1798
Day 9412,7564
Day 9413,5763
Day 9414,2810
Day 9415,1286
Day 9416,8390
Day 9417,5768
Day 9418,6303
Day 9419,2027
Day 9420,7655
Day 9421,130
Day 9422,8536
Day 9423,6835
Day 9424,575
Day 9425,3405
Day 9426,5071
Day 9427,3043
Day 9428,4337
Day 9429,5668
Day 9430,2724
Day 9431,3623
Day 9432,8255
Day 9433,3575
Day 9434,5173
Day 9435,5014
Day 9436,2853
Day 9437,6160
Day 9438,6865
Day 9439,5600
Day 9440,1874
Day 9441,1341
Day 9442,1600
Day 9443,1958
Day 9444,4497
Day 9445,7025
Day 9446,1157
Day 9447,552
Day 9448,5465
Day 9449,868
Day 9450,5626
Day 9451,7437
Day 9452,6351
Day 9453,9686
Day 9454,2957
Day 9455,4078
Day 9456,2236
Day 9457,7918
Day 9458,1895
Day 9459,3730
Day 9460,2703
Day 9461,1514
Day 9462,5162
Day 9463,2092
Day 9464,1590
Day 9465,1472
Day 9466,7730
Day 9467,5782
Day 9468,8094
Day 9469,983
Day 9470,9994
Day 9471,4141
Day 9472,9975
Day 9473,4384
Day 9474,8723
Day 9475,1744
Day 9476,2123
Day 9477,5975
Day 9478,2002
Day 9479,5703
Day 9480,6701
Day 9481,7805
Day 9482,6564
Day 9483,6537
Day 9484,1961
Day 9485,5838
Day 9486,5281
Day 9487,1373
Day 9488,5645
Day 9489,688
Day 9490,2498
Day 9491,365
Day 9492,657
Day 9493,2219
Day 9494,6194
Day 9495,9806
Day 9496,5793
Day 9497,5888
Day 9498,5123
Day 9499,9339
Day 9500,6150
Day 9501,5887
Day 9502,198
Day 9503,2397
Day 9504,5064
Day 9505,518
Day 9506,407
Day 9507,8724
Day 9508,9052
Day 9509,5133
Day 9510,2260
Day 9511,5283
Day 9512,728
Day 9513,3994
Day 9514,2008
Day 9515,2393
Day 9516,2824
Day 9517,1394
Day 9518,1991
Day 9519,609
Day 9520,194
Day 9521,5350
Day 9522,7743
Day 9523,694
Day 9524,2713
Day 9525,3681
Day 9526,6655
Day 9527,5988
Day 9528,5721
Day 9529,4101
Day 9530,5407
Day 9531,7585
